name,region,type,en_name,kr_name,x,y,z
Node_Dem_AncientRuins_0030,Demeniss,ruins,Ancient Ruins 0030,,-7450.00,545.00,-2114.00
Node_Her_AncientRuins_0031,Hernand,ruins,Ancient Ruins 0031,,-10927.00,716.00,-3651.00
Node_Her_AncientRuins_0032,Hernand,ruins,Ancient Ruins 0032,,-11007.00,790.00,-3091.00
Node_Her_AncientRiftRuins,Hernand,ruins,Ancient Rift Ruins,고대의 틈 유적,-10328.00,613.00,-1525.00
Node_Dem_SolarAndLunarMaze,Demeniss,dungeon,Solar And Lunar Maze,,-7811.00,608.00,-1052.00
Node_Kwe_MazeForest,Kweiden,forest,Maze Forest,,-11283.00,719.00,648.00
Node_Her_SaintheartCave,Hernand,cave,Saintheart Cave,,-10701.00,609.00,-3264.00
Node_Her_bladecave,Hernand,cave,Blade Cave,칼날 동굴,-11743.00,682.00,-4195.00
Node_Her_ShadowheartCave,Hernand,cave,Shadowheart Cave,,-11658.00,643.00,-4342.00
Node_Her_EchoingHollowCave,Hernand,cave,Echoing Hollow Cave,,-11503.00,612.00,-5183.00
Node_Her_WhispercliffCave,Hernand,cave,Whispercliff Cave,,-11098.00,627.00,-5313.00
Node_Her_MistbreathCave,Hernand,cave,Mistbreath Cave,,-11105.00,556.00,-4480.00
Node_Her_DawnriseCave,Hernand,cave,Dawnrise Cave,,-10884.00,484.00,-5982.00
Node_Her_WaveechoCave,Hernand,cave,Waveecho Cave,,-10882.00,427.00,-6438.00
Node_Dem_WindthreadCave,Demeniss,cave,Windthread Cave,,-8402.00,419.00,-6099.00
Node_Dem_WindcryHollowCave,Demeniss,cave,Windcry Hollow Cave,,-8185.00,485.00,-5876.00
Node_Dem_LostSongCave,Demeniss,cave,Lost Song Cave,사라진노래 동굴,-7729.00,376.00,-4248.00
Node_Dem_CrystalcrownCave,Demeniss,cave,Crystal Crown Cave,수정왕관 동굴,-7302.00,351.00,-4036.00
Node_Dem_StarlightCave,Demeniss,cave,Starlight Cave,별빛동굴,-6692.00,350.00,-3757.00
Node_Del_SilentCave,Delesyia,cave,Silent Cave,,-6386.00,363.00,-4535.00
Node_Del_GuardiansCave,Delesyia,cave,Guardian's Cave,수호자의 동굴,-5550.00,415.00,-4593.00
Node_Del_WaterOfferingCave,Delesyia,cave,Water Offering Cave,,-5143.00,351.00,-2830.00
Node_Crim_JudgmentoftheWindCave,Crimson,cave,Judgmentofthe Wind Cave,,-5226.00,401.00,-2590.00
Node_Crim_SouloftheWarriorCave,Crimson,cave,Soulofthe Warrior Cave,,-5695.00,472.00,-2369.00
Node_Crim_RoaringSacredBeastCave,Crimson,cave,Roaring Sacred Beast Cave,,-4739.00,494.00,-2002.00
Node_Crim_SilverVenomspikeCave,Crimson,cave,Silver Venomspike Cave,,-4476.00,494.00,-1967.00
Node_Del_AbyssMirrorCave,Delesyia,cave,Abyss Mirror Cave,,-5747.00,484.00,-2631.00
Node_Dem_ShadowWolfCave,Demeniss,cave,Shadowwolf Cave,그림자늑대 동굴,-8948.00,440.00,-4312.00
Node_Dem_WellofTragedyCave,Demeniss,cave,Wellof Tragedy Cave,,-8285.00,549.00,-1478.00
Node_Her_EndlessWaveCave,Hernand,cave,Endless Wave Cave,,-9552.00,553.00,-2938.00
Node_Her_TwilightRingCave,Hernand,cave,Twilight Ring Cave,,-9661.00,549.00,-2844.00
Node_Her_NightstormCave,Hernand,cave,Nightstorm Cave,밤폭풍 동굴,-11761.00,842.00,-3226.00
Node_Her_FrozenHeartCave,Hernand,cave,Frozen Heart Cave,,-12240.00,828.00,-3816.00
Node_Her_FrostclawCave,Hernand,cave,Frostclaw Cave,서리발톱 동굴,-12855.00,926.00,-4098.00
Node_Her_RestingPlaceofDeathCave,Hernand,cave,Resting Placeof Death Cave,,-12551.00,787.00,-4815.00
Node_Her_StarlightStormCave,Hernand,cave,Starlight Storm Cave,별빛 폭풍 동굴,-11598.00,806.00,-3709.00
Node_Kwe_IceArrowCave,Kweiden,cave,Ice Arrow Cave,,-11724.00,764.00,975.00
Node_Kwe_VagueAbyssCave,Kweiden,cave,Vague Abyss Cave,,-11409.00,700.00,855.00
Node_Kwe_SnowstormCave,Kweiden,cave,Snowstorm Cave,,-10039.00,658.00,625.00
Node_Kwe_IceBladeCave,Kweiden,cave,Iceblade Cave,얼음칼날 동굴,-10402.00,835.00,198.00
Node_Her_AncientHeartCave,Hernand,cave,Ancient Heart Cave,,-10557.00,668.00,-1524.00
Node_Dem_CrescentHuntCave,Demeniss,cave,Crescent Hunt Cave,,-8552.00,540.00,-1874.00
Node_Dem_MoonlightSpiritCave,Demeniss,cave,Moonlight Spirit Cave,,-8412.00,572.00,-1662.00
Node_Dem_FragmentofMistCave,Demeniss,cave,Fragmentof Mist Cave,,-8085.00,601.00,-899.00
Node_Crim_SunGateCave,Crimson,cave,Sun Gate Cave,,-3909.00,590.00,3354.00
Node_Dem_SanctuaryofFirefliesCave,Demeniss,cave,Sanctuaryof Fireflies Cave,,-9328.00,491.00,-4402.00
Node_Del_SerpentScaleCave,Delesyia,cave,Serpent Scale Cave,뱀비늘 동굴,-5571.00,446.00,-4879.00
Node_Del_Region_Cave_0001,Delesyia,cave,Region Cave 0001,,-4922.00,361.00,-3335.00
Node_Dem_Region_Cave_0002,Demeniss,cave,Region Cave 0002,,-9257.00,669.00,-2099.00
Node_Dem_Region_Cave_0003,Demeniss,cave,Region Cave 0003,,-6181.00,535.00,-2363.00
Node_Kwe_Region_Cave_0004,Kweiden,cave,Region Cave 0004,,-9576.00,644.00,642.00
Node_Kwe_Region_Cave_0005,Kweiden,cave,Region Cave 0005,,-10915.00,882.00,-1309.00
Node_Kwe_Region_Cave_0006,Kweiden,cave,Region Cave 0006,,-11120.00,696.00,-1694.00
Node_Del_Region_Cave_0008,Delesyia,cave,Region Cave 0008,,-4448.00,379.00,-4617.00
Node_Her_Region_Cave_0009,Hernand,cave,Region Cave 0009,,-10231.00,557.00,-4580.00
Node_Her_Region_Cave_0010,Hernand,cave,Region Cave 0010,,-13122.00,1147.00,-4354.00
Node_Her_Region_Cave_0011,Hernand,cave,Region Cave 0011,,-10072.00,703.00,-1549.00
Node_Del_Region_Cave_0012,Delesyia,cave,Region Cave 0012,,-4240.00,456.00,-5344.00
Node_Del_Region_Cave_0013,Delesyia,cave,Region Cave 0013,,-5533.00,488.00,-4198.00
Node_Del_Region_Cave_0014,Delesyia,cave,Region Cave 0014,,-5362.00,447.00,-3000.00
Node_Her_Region_Cave_0015,Hernand,cave,Region Cave 0015,,-11173.00,696.00,-3836.00
Node_Dem_Region_Cave_0016,Demeniss,cave,Region Cave 0016,,-8390.00,493.00,-6018.00
Node_Del_Region_Cave_0017,Delesyia,cave,Region Cave 0017,,-4512.00,413.00,-3025.00
Node_Del_Region_Cave_0018,Delesyia,cave,Region Cave 0018,,-5001.00,377.00,-3113.00
Node_Kwe_Region_Cave_0019,Kweiden,cave,Region Cave 0019,,-10650.00,688.00,930.00
Node_Crim_Region_Cave_0020,Crimson,cave,Region Cave 0020,,-4697.00,559.00,-1146.00
Node_Her_Region_Cave_0021,Hernand,cave,Region Cave 0021,,-10167.00,519.00,-4396.00
Node_Her_Region_Cave_0022,Hernand,cave,Region Cave 0022,,-10375.00,568.00,-4597.00
Node_Her_Region_Cave_0023,Hernand,cave,Region Cave 0023,,-10513.00,626.00,-3297.00
Node_Dem_Region_Cave_0024,Demeniss,cave,Region Cave 0024,,-9356.00,576.00,-3593.00
Node_Dem_Region_Cave_0025,Demeniss,cave,Region Cave 0025,,-8153.00,463.00,-4649.00
Node_Dem_Region_Cave_0026,Demeniss,cave,Region Cave 0026,,-7331.00,453.00,-4659.00
Node_Her_Region_Cave_0027,Hernand,cave,Region Cave 0027,,-11209.00,753.00,-2214.00
Node_Kwe_Region_Cave_0028,Kweiden,cave,Region Cave 0028,,-11106.00,841.00,-650.00
Node_Dem_Region_Cave_0029,Demeniss,cave,Region Cave 0029,,-8220.00,466.00,-4616.00
Node_Del_Region_Cave_0031,Delesyia,cave,Region Cave 0031,,-5047.00,433.00,-5211.00
Node_Her_Region_Cave_0032,Hernand,cave,Region Cave 0032,,-9640.00,573.00,-5396.00
Node_Her_Region_Cave_0033,Hernand,cave,Region Cave 0033,,-9594.00,609.00,-3562.00
Node_Kwe_Region_Cave_0034,Kweiden,cave,Region Cave 0034,,-10666.00,1017.00,158.00
Node_Her_Region_Cave_0035,Hernand,cave,Region Cave 0035,,-11472.00,700.00,-2160.00
Node_Kwe_Region_Cave_0036,Kweiden,cave,Region Cave 0036,,-10037.00,680.00,353.00
Node_Kwe_Region_Cave_0037,Kweiden,cave,Region Cave 0037,,-10009.00,665.00,404.00
Node_Kwe_Region_Cave_0039,Kweiden,cave,Region Cave 0039,,-9977.00,667.00,184.00
Node_Kwe_Region_Cave_0040,Kweiden,cave,Region Cave 0040,,-9953.00,655.00,133.00
Node_Kwe_Region_Cave_0041,Kweiden,cave,Region Cave 0041,,-9654.00,649.00,302.00
Node_Kwe_Region_Cave_0042,Kweiden,cave,Region Cave 0042,,-9600.00,642.00,354.00
Node_Kwe_Region_Cave_0043,Kweiden,cave,Region Cave 0043,,-9765.00,651.00,243.00
Node_Del_Region_Cave_0045,Delesyia,cave,Region Cave 0045,,-4758.00,399.00,-4803.00
Node_Kwe_Region_Cave_0046,Kweiden,cave,Region Cave 0046,,-11575.00,722.00,-497.00
Node_Kwe_Region_Cave_0047,Kweiden,cave,Region Cave 0047,,-9047.00,817.00,-422.00
Node_Kwe_Region_Cave_0048,Kweiden,cave,Region Cave 0048,,-9129.00,706.00,300.00
Node_Kwe_Region_Cave_0049,Kweiden,cave,Region Cave 0049,,-10474.00,705.00,-1012.00
Node_Her_Region_Cave_0050,Hernand,cave,Region Cave 0050,,-12167.00,748.00,-1272.00
Node_Kwe_Region_Cave_0051,Kweiden,cave,Region Cave 0051,,-10646.00,924.00,-171.00
Node_Kwe_Region_Cave_0052,Kweiden,cave,Region Cave 0052,,-116.00,-116.50,-115.50
Node_Kwe_Region_Cave_0053,Kweiden,cave,Region Cave 0053,,-10001.00,659.00,572.00
Node_Kwe_Region_Cave_0054,Kweiden,cave,Region Cave 0054,,-10710.00,956.00,-114.00
Node_Kwe_Region_Cave_0055,Kweiden,cave,Region Cave 0055,,-11459.35,734.26,109.96
Node_Kwe_Region_Cave_0056,Kweiden,cave,Region Cave 0056,,-11201.00,713.00,670.00
Node_Kwe_Region_Cave_0057,Kweiden,cave,Region Cave 0057,,-9639.00,654.00,1035.00
Node_Her_Region_Cave_0058,Hernand,cave,Region Cave 0058,,-11010.00,807.00,-2460.00
Node_Del_Region_Cave_0059,Delesyia,cave,Region Cave 0059,,-6739.00,561.00,-5329.00
Node_Dem_Region_Cave_0060,Demeniss,cave,Region Cave 0060,,-7295.00,450.00,-4679.00
Node_Dem_Region_Cave_0061,Demeniss,cave,Region Cave 0061,,-7626.00,413.00,-5332.00
Node_Her_Region_Cave_0062,Hernand,cave,Region Cave 0062,,-9387.00,612.00,-3428.00
Node_Dem_Region_Cave_0063,Demeniss,cave,Region Cave 0063,,-9063.00,477.00,-4670.00
Node_Crim_Region_Cave_0064,Crimson,cave,Region Cave 0064,,-4668.00,481.00,-2013.00
Node_Dem_Region_Cave_0065,Demeniss,cave,Region Cave 0065,,-6323.00,399.00,-3523.00
Node_Dem_Region_Cave_0066,Demeniss,cave,Region Cave 0066,,-8218.00,542.00,-1937.00
Node_Del_Region_Cave_0067,Delesyia,cave,Region Cave 0067,,-3065.00,350.00,-5221.00
Node_Her_Region_Cave_0068,Hernand,cave,Region Cave 0068,,-9857.00,563.00,-5060.00
Node_Her_Region_Cave_0069,Hernand,cave,Region Cave 0069,,-9449.00,601.00,-3333.00
Node_Her_Region_Cave_0070,Hernand,cave,Region Cave 0070,,-11187.00,756.00,-2255.00
Node_Kwe_Region_Cave_0071,Kweiden,cave,Region Cave 0071,,-10621.00,942.00,233.00
Node_Kwe_Region_Cave_0072,Kweiden,cave,Region Cave 0072,,909.48,73.40,-127.00
Node_Kwe_Region_Cave_0073,Kweiden,cave,Region Cave 0073,,743.56,-53.82,157.00
Node_Her_Region_Cave_0074,Hernand,cave,Region Cave 0074,,-9952.00,673.00,-2140.00
Node_Kwe_Region_Cave_0075,Kweiden,cave,Region Cave 0075,,-10748.00,792.00,-868.00
Node_Her_Region_Cave_0076,Hernand,cave,Region Cave 0076,,-12347.00,797.00,-5529.00
Node_Kwe_Region_Cave_0077,Kweiden,cave,Region Cave 0077,,-9664.00,648.00,-848.00
Node_Crim_Region_Cave_0078,Crimson,cave,Region Cave 0078,,-7424.00,654.00,-819.00
Node_Her_Region_Cave_0080,Hernand,cave,Region Cave 0080,,-12794.00,1101.00,-3105.00
Node_Her_Region_Cave_0081,Hernand,cave,Region Cave 0081,,-11315.00,668.00,-2509.00
Node_Del_Region_Cave_0082,Delesyia,cave,Region Cave 0082,,-5923.00,445.00,-3693.00
Node_Del_Region_Cave_0083,Delesyia,cave,Region Cave 0083,,-5887.00,483.00,-4256.00
Node_Del_Region_Cave_0084,Delesyia,cave,Region Cave 0084,,-5960.00,480.00,-4237.00
Node_Del_Region_Cave_0085,Delesyia,cave,Region Cave 0085,,-5986.00,468.00,-4256.00
Node_Del_Region_Cave_0086,Delesyia,cave,Region Cave 0086,,-6065.00,462.00,-4237.00
Node_Del_Region_Cave_0087,Delesyia,cave,Region Cave 0087,,-6085.00,481.00,-4171.00
Node_Del_Region_Cave_0088,Delesyia,cave,Region Cave 0088,,-6017.00,512.00,-4109.00
Node_Dem_Region_Cave_0089,Demeniss,cave,Region Cave 0089,,-8531.00,437.00,-4202.00
Node_Kwe_Region_Cave_0090,Kweiden,cave,Region Cave 0090,,-9995.00,700.00,725.00
Node_Her_Ruins_0001,Hernand,ruins,Ruins 0001,,-10209.00,551.00,-3895.00
Node_Her_Ruins_0002,Hernand,ruins,Ruins 0002,,-9687.00,664.00,-1389.00
Node_Her_Ruins_0004,Hernand,ruins,Ruins 0004,,-10226.00,713.00,-1664.00
Node_Her_Ruins_0005,Hernand,ruins,Ruins 0005,,-12078.00,759.00,-5355.00
Node_Her_Ruins_0006,Hernand,ruins,Ruins 0006,,-9362.00,589.00,-5285.00
Node_Her_WhitegreenRidge,Hernand,poi,Whitegreen Ridge,,-10812.00,849.00,-1383.00
Node_Her_Ruins_0007,Hernand,ruins,Ruins 0007,,-12493.00,818.00,-5021.00
Node_Her_Ruins_0003,Hernand,ruins,Ruins 0003,,-11577.00,791.00,-3223.00
Node_Dem_Ruins_0007,Demeniss,ruins,Ruins 0007,,-9282.00,571.00,-3902.00
Node_Dem_Ruins_0008,Demeniss,ruins,Ruins 0008,,-8838.00,488.00,-5205.00
Node_Dem_RedBoundaryPath,Demeniss,poi,Red Boundary Path,,-7406.00,629.00,-1876.00
Node_Del_Ruins_0009,Delesyia,ruins,Ruins 0009,,-5145.00,383.00,-3657.00
Node_Del_Ruins_0010,Delesyia,ruins,Ruins 0010,,-3902.00,451.00,-5842.00
Node_Del_GreenwoodValley,Delesyia,poi,Greenwood Valley,,-4461.00,446.00,-2739.00
Node_Crim_Ruins_0012,Crimson,ruins,Ruins 0012,,-8308.00,675.00,-609.00
Node_Crim_Ruins_0014,Crimson,ruins,Ruins 0014,,-6195.00,708.00,-446.00
Node_Crim_Ruins_0015,Crimson,ruins,Ruins 0015,,-5312.00,706.00,1122.00
Node_Crim_Ruins_0016,Crimson,ruins,Ruins 0016,,-4499.00,660.00,2221.00
Node_Crim_Ruins_0017,Crimson,ruins,Ruins 0017,,-4677.00,676.00,2015.00
Node_Crim_Ruins_0018,Crimson,ruins,Ruins 0018,,-4371.00,673.00,2188.00
Node_Crim_Ruins_0022,Crimson,ruins,Ruins 0022,,-4074.00,666.00,-1128.00
Node_Crim_Ruins_0023,Crimson,ruins,Ruins 0023,,-7588.00,651.00,-970.00
Node_Crim_Ruins_0013,Crimson,ruins,Ruins 0013,,-8325.00,645.00,-784.00
Node_Crim_Ruins_0020,Crimson,ruins,Ruins 0020,,-5580.00,552.00,-1404.00
Node_Crim_Ruins_0021,Crimson,ruins,Ruins 0021,,-5594.00,603.00,-1091.00
Node_Crim_Ruins_0024,Crimson,ruins,Ruins 0024,,-4467.00,571.00,-1564.00
Node_Crim_Ruins_0025,Crimson,ruins,Ruins 0025,,-4603.00,558.00,-1582.00
Node_Crim_Ruins_0026,Crimson,ruins,Ruins 0026,,-4829.00,532.00,-1954.00
Node_Crim_Ruins_0027,Crimson,ruins,Ruins 0027,,-4302.00,496.00,-2126.00
Node_Crim_SeabreezeRuin,Crimson,poi,Seabreeze Ruin,,-4354.00,404.00,-3144.00
Node_Crim_SandslumberRuins,Crimson,ruins,Sandslumber Ruins,,-4150.00,618.00,2134.00
Node_Crim_StonecrackRuins,Crimson,ruins,Stonecrack Ruins,,-4447.00,682.00,-293.00
Node_Kwe_PerilcrestSummit,Kweiden,poi,Perilcrest Summit,,-10592.00,886.00,-1810.00
Node_Kwe_FrostFortressSite,Kweiden,fort,Frost Fortress Site,,-10862.00,955.00,-395.00
Node_Kwe_OldGroundsintheFrost,Kweiden,poi,Old Groundsinthe Frost,,-11720.00,840.00,257.00
Node_Dem_IronStronghold_RestArea,Demeniss,stronghold,Iron Stronghold Rest Area,,-8084.00,510.00,-4755.00
Node_Crim_RestArea_0034,Crimson,rest_area,Rest Area 0034,,-5390.00,548.00,-1538.00
Node_Her_FortAnvil_RestArea_0001,Hernand,fort,Fort Anvil Rest Area 0001,,-9878.00,614.00,-4061.00
Node_Her_FortAnvil_RestArea_0002,Hernand,fort,Fort Anvil Rest Area 0002,,-10106.00,608.00,-4108.00
Node_Her_FortAnvil_RestArea_0003,Hernand,fort,Fort Anvil Rest Area 0003,,-9742.00,612.00,-3894.00
Node_Her_Mountain_of_Frozen_Souls_RestArea_0001,Hernand,rest_area,Mountain of Frozen Souls Rest Area 0001,,-11142.00,774.00,-6115.00
Node_Her_Node_Cal_CalphadeCastle_RestArea_0001,Hernand,castle,Node Cal Calphade Castle Rest Area 0001,,-11656.00,750.00,-2181.00
Node_Kwe_Pailune_RestArea_0001,Kweiden,rest_area,Pailune Rest Area 0001,,-9671.00,667.00,213.00
Node_Dem_IronStronghold_RestArea_0002,Demeniss,stronghold,Iron Stronghold Rest Area 0002,,-8073.00,558.00,-4625.00
Node_Dem_ThornRoseFort_RestArea_0001,Demeniss,fort,Thorn Rose Fort Rest Area 0001,,-8302.00,586.00,-5872.00
Node_Her_RuinedChapel_RestArea_0001,Hernand,rest_area,Ruined Chapel Rest Area 0001,,-9857.00,591.00,-5754.00
Node_Her_VelluaVillage_RestArea_0001,Hernand,village,Vellua Village Rest Area 0001,,-10403.00,369.00,-5967.00
Node_Her_KarinQuarry_RestArea_0001,Hernand,rest_area,Karin Quarry Rest Area 0001,,-10350.00,645.00,-3072.00
Node_Dem_BurnhandQuarry_RestArea_0001,Demeniss,rest_area,Burnhand Quarry Rest Area 0001,,-8709.00,516.00,-2499.00
Node_Kwe_OdeckVillage_RestArea_0001,Kweiden,village,Odeck Village Rest Area 0001,,-11053.00,667.00,1237.00
Node_Kwe_RidgehunterLeatherMaker_RestArea_0001,Kweiden,rest_area,Ridgehunter Leather Maker Rest Area 0001,,-11512.00,727.00,-379.00
Node_Cal_HohenmarkRuins_RestArea_0001,Calphade,ruins,Hohenmark Ruins Rest Area 0001,,-12607.00,1037.00,-2899.00
Node_Dem_EyeOfIce_RestArea_0001,Demeniss,rest_area,Eye Of Ice Rest Area 0001,,-8626.00,655.00,-880.00
Node_Crim_FossilhornTotem_RestArea_0001,Crimson,rest_area,Fossilhorn Totem Rest Area 0001,,-5202.00,500.00,-1932.00
Node_Crim_HowlsandsCamp_RestArea_0001,Crimson,camp,Howlsands Camp Rest Area 0001,,-5230.00,698.00,771.00
Node_Del_WindCliffFort_RestArea_0001_RestArea_0001,Delesyia,fort,Wind Cliff Fort Rest Area 0001 Rest Area 0001,,-6573.00,514.00,-5586.00
Node_Dem_Flame_Knights_RestArea_0001,Demeniss,rest_area,Flame Knights Rest Area 0001,,-9018.00,612.00,-3013.00
Node_Her_FortHellwood_RestArea_0001,Hernand,fort,Fort Hellwood Rest Area 0001,,-11214.00,799.00,-5509.00
Node_Dem_BloodsteelCamp_RestArea_0001,Demeniss,camp,Bloodsteel Camp Rest Area 0001,,-8882.00,635.00,-5947.00
Node_Dem_RestArea_0001,Demeniss,rest_area,Rest Area 0001,,-8144.00,496.00,-4783.00
Node_Dem_RestArea_0002,Demeniss,rest_area,Rest Area 0002,,-8507.00,474.00,-4850.00
Node_Her_RestArea_0003,Hernand,rest_area,Rest Area 0003,,-9771.00,688.00,-1540.00
Node_Her_RestArea_0004,Hernand,rest_area,Rest Area 0004,,-9550.00,620.00,-1183.00
Node_Crim_RestArea_0005,Crimson,rest_area,Rest Area 0005,,-5454.00,657.00,-988.00
Node_Kwe_RestArea_0006,Kweiden,rest_area,Rest Area 0006,,-11835.00,692.00,-1246.00
Node_Kwe_RestArea_0007,Kweiden,rest_area,Rest Area 0007,,-12175.00,706.00,-885.00
Node_Crim_RestArea_0008,Crimson,rest_area,Rest Area 0008,,-4977.00,660.00,-1097.00
Node_Kwe_RestArea_0009,Kweiden,rest_area,Rest Area 0009,,-11327.00,680.00,-1721.00
Node_Kwe_RestArea_0010,Kweiden,rest_area,Rest Area 0010,,-11491.00,693.00,-1403.00
Node_Kwe_RestArea_0011,Kweiden,rest_area,Rest Area 0011,,-10347.00,708.00,962.00
Node_Kwe_RestArea_0012,Kweiden,rest_area,Rest Area 0012,,-10729.00,682.00,984.00
Node_Kwe_RestArea_0013,Kweiden,rest_area,Rest Area 0013,,-10933.00,931.00,140.00
Node_Her_RestArea_0014,Hernand,rest_area,Rest Area 0014,,-10281.00,649.00,-2817.00
Node_Her_RestArea_0015,Hernand,rest_area,Rest Area 0015,,-11639.00,735.00,-4019.00
Node_Her_RestArea_0016,Hernand,rest_area,Rest Area 0016,,-11542.00,670.00,-4189.00
Node_Kwe_RestArea_0017,Kweiden,rest_area,Rest Area 0017,,-11530.00,795.00,652.00
Node_Del_RestArea_0018,Delesyia,rest_area,Rest Area 0018,,-6708.00,494.00,-5562.00
Node_Crim_RestArea_0019,Crimson,rest_area,Rest Area 0019,,-6655.00,655.00,-951.00
Node_Crim_RestArea_0020,Crimson,rest_area,Rest Area 0020,,-6536.00,625.00,-1047.00
Node_Her_RestArea_0021,Hernand,rest_area,Rest Area 0021,,-11350.00,601.00,-5027.00
Node_Her_RestArea_0022,Hernand,rest_area,Rest Area 0022,,-11440.00,629.00,-5195.00
Node_Kwe_RestArea_0023,Kweiden,rest_area,Rest Area 0023,,-9888.00,658.00,-1220.00
Node_Her_RestArea_0024,Hernand,rest_area,Rest Area 0024,,-10472.00,744.00,-2374.00
Node_Del_RestArea_0025,Delesyia,rest_area,Rest Area 0025,,-5533.00,405.00,-3313.00
Node_Crim_RestArea_0026,Crimson,rest_area,Rest Area 0026,,-6241.00,508.00,-1881.00
Node_Crim_RestArea_0027,Crimson,rest_area,Rest Area 0027,,-4863.00,675.00,1545.00
Node_Kwe_RestArea_0028,Kweiden,rest_area,Rest Area 0028,,-12278.00,702.00,-716.00
Node_Neut_RestArea_0029,Neutral,rest_area,Rest Area 0029,,-5808.00,500.00,-4493.00
Node_Neut_RestArea_0030,Neutral,rest_area,Rest Area 0030,,-5648.00,542.00,-4233.00
Node_Neut_RestArea_0031,Neutral,rest_area,Rest Area 0031,,-5527.00,433.00,-3462.00
Node_Her_RestArea_0032,Hernand,rest_area,Rest Area 0032,,-10285.00,581.00,-5135.00
Node_Del_RestArea_0033,Delesyia,rest_area,Rest Area 0033,,-4543.00,404.00,-4778.00
Node_Her_RestArea_0035,Hernand,rest_area,Rest Area 0035,,-9937.00,578.00,-5655.00
Node_Crim_RestArea_0036,Crimson,rest_area,Rest Area 0036,,-5558.00,651.00,-860.00
Node_Kwe_RestArea_0037,Kweiden,rest_area,Rest Area 0037,,-9539.00,617.00,-690.00
Node_Kwe_RestArea_0038,Kweiden,rest_area,Rest Area 0038,,-9721.00,639.00,-1161.00
Node_Her_RestArea_0039,Hernand,rest_area,Rest Area 0039,,-9611.00,643.00,-1362.00
Node_Her_RestArea_0040,Hernand,rest_area,Rest Area 0040,,-10026.00,715.00,-2463.00
Node_Her_RestArea_0041,Hernand,rest_area,Rest Area 0041,,-10026.00,519.00,-4436.00
Node_Her_RestArea_0042,Hernand,rest_area,Rest Area 0042,,-11705.00,700.00,-4192.00
Node_Her_RestArea_0043,Hernand,rest_area,Rest Area 0043,,-11623.00,696.00,-4222.00
Node_Her_RestArea_0044,Hernand,rest_area,Rest Area 0044,,-11094.00,556.00,-4653.00
Node_Her_RestArea_0046,Hernand,rest_area,Rest Area 0046,,-11957.00,862.00,-4021.00
Node_Her_RestArea_0047,Hernand,rest_area,Rest Area 0047,,-12218.00,938.00,-4276.00
Node_Her_RestArea_0048,Hernand,rest_area,Rest Area 0048,,-11453.00,781.00,-3595.00
Node_Kwe_RestArea_0049,Kweiden,rest_area,Rest Area 0049,,-11508.00,730.00,897.00
Node_Her_RestArea_0050,Hernand,rest_area,Rest Area 0050,,-12390.00,930.00,-3045.00
Node_Her_RestArea_0051,Hernand,rest_area,Rest Area 0051,,-12635.00,968.00,-1790.00
Node_Her_RestArea_0052,Hernand,rest_area,Rest Area 0052,,-9660.00,612.00,-2794.00
Node_Her_RestArea_0053,Hernand,rest_area,Rest Area 0053,,-10518.00,632.00,-4788.00
Node_Her_RestArea_0054,Hernand,rest_area,Rest Area 0054,,-11923.00,967.00,-5890.00
Node_Her_RestArea_0055,Hernand,rest_area,Rest Area 0055,,-10336.00,477.00,-5757.00
Node_Her_RestArea_0056,Hernand,rest_area,Rest Area 0056,,-11045.00,778.00,-6728.00
Node_Del_RestArea_0057,Delesyia,rest_area,Rest Area 0057,,-3144.00,456.00,-4562.00
Node_Del_RestArea_0058,Delesyia,rest_area,Rest Area 0058,,-3796.00,401.00,-4783.00
Node_Del_RestArea_0059,Delesyia,rest_area,Rest Area 0059,,-3815.00,452.00,-5861.00
Node_Del_RestArea_0060,Delesyia,rest_area,Rest Area 0060,,-4217.00,625.00,-5166.00
Node_Del_RestArea_0061,Delesyia,rest_area,Rest Area 0061,,-5324.00,417.00,-4838.00
Node_Del_RestArea_0062,Delesyia,rest_area,Rest Area 0062,,-5260.00,394.00,-4087.00
Node_Del_RestArea_0063,Delesyia,rest_area,Rest Area 0063,,-5510.00,412.00,-5386.00
Node_Del_RestArea_0064,Delesyia,rest_area,Rest Area 0064,,-6470.00,505.00,-4967.00
Node_Del_RestArea_0065,Delesyia,rest_area,Rest Area 0065,,-6268.00,415.00,-4286.00
Node_Del_RestArea_0066,Delesyia,rest_area,Rest Area 0066,,-5327.00,447.00,-2815.00
Node_Del_RestArea_0067,Delesyia,rest_area,Rest Area 0067,,-4859.00,373.00,-3362.00
Node_Del_RestArea_0068,Delesyia,rest_area,Rest Area 0068,,-4472.00,420.00,-2902.00
Node_Del_RestArea_0069,Delesyia,rest_area,Rest Area 0069,,-2652.00,374.00,-6582.00
Node_Crim_RestArea_0070,Crimson,rest_area,Rest Area 0070,,-4257.00,666.00,-1205.00
Node_Crim_RestArea_0071,Crimson,rest_area,Rest Area 0071,,-3930.00,662.00,-528.00
Node_Crim_RestArea_0072,Crimson,rest_area,Rest Area 0072,,-4650.00,594.00,-986.00
Node_Crim_RestArea_0073,Crimson,rest_area,Rest Area 0073,,-5068.00,687.00,-467.00
Node_Crim_RestArea_0075,Crimson,rest_area,Rest Area 0075,,-5012.00,671.00,568.00
Node_Crim_RestArea_0076,Crimson,rest_area,Rest Area 0076,,-4359.00,664.00,1534.00
