source,type_id,name,x,y,z
actionpointinfo,0x8CE9,LevelActionPoint_Sector_m11_00_169_Action_Sit000,-10532.50,904.29,205.93
actionpointinfo,0x8CEA,LevelActionPoint_Sector_m11_00_170_Action_Sit000,-10532.11,904.31,204.93
actionpointinfo,0x8CEB,LevelActionPoint_Sector_m11_00_171_Action_Sit000,-10539.56,904.31,193.37
actionpointinfo,0x8CEC,LevelActionPoint_Sector_m11_00_172_Action_Sit000,-10540.32,904.28,194.65
actionpointinfo,0x8CED,LevelActionPoint_Sector_m11_00_173_Action_Sit000,-10536.66,904.30,194.78
actionpointinfo,0x8CEE,LevelActionPoint_Sector_m11_00_174_Action_Sit000,-10557.27,904.23,236.08
actionpointinfo,0x8CEF,LevelActionPoint_Sector_m11_00_175_Action_Sit000,-10558.34,904.25,235.48
actionpointinfo,0x8CF0,LevelActionPoint_Sector_m11_00_176_Action_Sit000,-10559.55,904.18,235.21
actionpointinfo,0x8CF1,LevelActionPoint_Sector_m11_00_177_Action_Sit000,-10561.62,904.20,234.14
actionpointinfo,0x8CF2,LevelActionPoint_Sector_m11_00_178_Action_Sit000,-10559.38,904.27,232.47
actionpointinfo,0x8CF3,LevelActionPoint_Sector_m11_00_179_Action_Sit000,-10557.54,904.22,230.87
actionpointinfo,0x8CF4,LevelActionPoint_Sector_m11_00_180_Action_Sit000,-10554.53,904.27,236.21
actionpointinfo,0x8CF5,LevelActionPoint_Sector_m11_00_181_Action_Sit000,-10554.60,904.29,234.06
actionpointinfo,0x8CF6,LevelActionPoint_Sector_m11_00_182_Action_Sit000,-10554.11,904.28,232.70
actionpointinfo,0x8CF7,LevelActionPoint_Sector_m11_00_183_Action_Sit000,-10553.62,904.29,231.54
actionpointinfo,0x8CF8,LevelActionPoint_Sector_m11_00_184_Action_Sit000,-10504.37,904.29,222.83
actionpointinfo,0x8CF9,LevelActionPoint_Sector_m11_00_185_Action_Sit000,-10506.43,904.32,220.36
actionpointinfo,0x8CFA,LevelActionPoint_Sector_m11_00_186_Action_Sit000,-10509.64,904.34,230.48
actionpointinfo,0x8CFB,LevelActionPoint_Sector_m11_00_187_Action_Sit000,-10510.04,904.33,231.58
actionpointinfo,0x8CFC,LevelActionPoint_Sector_m11_00_188_Action_Sit000,-10510.53,904.32,232.67
actionpointinfo,0x8CFD,LevelActionPoint_Sector_m11_00_189_Action_Sit000,-10543.57,904.20,238.06
actionpointinfo,0x8CFE,LevelActionPoint_Sector_m11_00_190_Action_Sit000,-10541.06,904.29,238.73
actionpointinfo,0x8CFF,LevelActionPoint_Sector_m11_00_191_Action_Sit000,-10532.53,904.44,242.58
actionpointinfo,0x8D00,LevelActionPoint_Sector_m11_00_192_Action_Sit000,-10603.15,938.31,223.32
actionpointinfo,0x8D01,LevelActionPoint_Sector_m11_00_193_Action_Sit000,-10602.05,938.23,223.32
actionpointinfo,0x8D02,LevelActionPoint_Sector_m11_00_194_Action_Sit000,-10586.34,952.31,130.96
actionpointinfo,0x8D03,LevelActionPoint_Sector_m11_00_195_Action_Sit000,-10587.46,952.33,130.64
actionpointinfo,0x8D04,LevelActionPoint_Sector_m11_00_196_Action_Sit000,-10588.42,952.34,130.19
actionpointinfo,0x8D0A,LevelActionPoint_Sector_m11_00_202_Action_Sit000,-10761.32,987.83,93.56
actionpointinfo,0x8D0B,LevelActionPoint_Sector_m11_00_203_Action_Sit000,-10761.69,987.83,94.63
actionpointinfo,0x8D0C,LevelActionPoint_Sector_m11_00_204_Action_Sit000,-10759.61,987.83,93.41
actionpointinfo,0x8D0D,LevelActionPoint_Sector_m11_00_205_Action_Sit000,-10757.29,987.89,94.23
actionpointinfo,0x8D0E,LevelActionPoint_Sector_m11_00_206_Action_Sit000,-10677.94,985.63,87.17
actionpointinfo,0x8D0F,LevelActionPoint_Sector_m11_00_207_Action_Sit000,-10677.67,985.63,85.84
actionpointinfo,0x8D10,LevelActionPoint_Sector_m11_00_208_Action_Sit000,-10676.00,985.70,72.12
actionpointinfo,0x8D11,LevelActionPoint_Sector_m11_00_209_Action_Sit000,-10675.31,985.69,73.68
actionpointinfo,0x8D12,LevelActionPoint_Sector_m11_00_210_Action_Sit000,-10674.38,985.71,75.24
actionpointinfo,0x8D13,LevelActionPoint_Sector_m11_00_211_Action_Sit000,-10670.13,985.68,84.87
actionpointinfo,0x8D14,LevelActionPoint_Sector_m11_00_212_Action_Sit000,-10670.12,985.63,91.68
actionpointinfo,0x8D15,LevelActionPoint_Sector_m11_00_213_Action_Sit000,-10671.21,985.63,91.24
actionpointinfo,0x8D16,LevelActionPoint_Sector_m11_00_214_Action_Sit000,-10679.55,985.63,77.67
actionpointinfo,0x8D17,LevelActionPoint_Sector_m11_00_215_Action_Sit000,-10706.88,985.71,70.25
actionpointinfo,0x8D18,LevelActionPoint_Sector_m11_00_216_Action_Sit000,-10706.54,985.70,69.08
actionpointinfo,0x8D19,LevelActionPoint_Sector_m11_00_217_Action_Sit000,-10706.11,985.69,67.61
actionpointinfo,0x8D1A,LevelActionPoint_Sector_m11_00_218_Action_Sit000,-10694.20,985.71,60.26
actionpointinfo,0x8D1B,LevelActionPoint_Sector_m11_00_219_Action_Sit000,-10695.42,985.71,60.68
actionpointinfo,0x8D1C,LevelActionPoint_Sector_m11_00_220_Action_Sit000,-10696.95,985.68,61.50
actionpointinfo,0x8D24,LevelActionPoint_Sector_m11_00_228_Action_Sit000,-10324.03,810.26,352.98
actionpointinfo,0x8D25,LevelActionPoint_Sector_m11_00_229_Action_Sit000,-10322.79,810.24,353.56
actionpointinfo,0x8D26,LevelActionPoint_Sector_m11_00_230_Action_Sit000,-10321.51,810.24,355.14
actionpointinfo,0x8D27,LevelActionPoint_Sector_m11_00_231_Action_Sit000,-10335.76,810.22,386.57
actionpointinfo,0x8D28,LevelActionPoint_Sector_m11_00_232_Action_Sit000,-10336.85,810.15,386.62
actionpointinfo,0x8D29,LevelActionPoint_Sector_m11_00_233_Action_Sit000,-10338.91,810.12,386.45
actionpointinfo,0x8D2A,LevelActionPoint_Sector_m11_00_234_Action_Sit000,-10333.97,810.20,384.96
actionpointinfo,0x8D2B,LevelActionPoint_Sector_m11_00_235_Action_Sit000,-10311.37,810.18,385.61
actionpointinfo,0x8D2C,LevelActionPoint_Sector_m11_00_236_Action_Sit000,-10302.69,810.24,376.91
actionpointinfo,0x8D2D,LevelActionPoint_Sector_m11_00_237_Action_Sit000,-10302.91,810.24,375.61
actionpointinfo,0x8D2E,LevelActionPoint_Sector_m11_00_238_Action_Sit000,-10314.94,810.34,362.91
actionpointinfo,0x8D2F,LevelActionPoint_Sector_m11_00_239_Action_Sit000,-10300.85,810.29,360.13
actionpointinfo,0x8D30,LevelActionPoint_Sector_m11_00_240_Action_Sit000,-10301.39,810.31,359.10
actionpointinfo,0x8D31,LevelActionPoint_Sector_m11_00_241_Action_Sit000,-10301.48,810.26,357.76
actionpointinfo,0x8D32,LevelActionPoint_Sector_m11_00_242_Action_Sit000,-10331.48,810.20,363.91
actionpointinfo,0x8D33,LevelActionPoint_Sector_m11_00_243_Action_Sit000,-10326.40,810.24,362.41
actionpointinfo,0x8D34,LevelActionPoint_Sector_m11_00_244_Action_Sit000,-10253.61,803.98,374.32
actionpointinfo,0x8D35,LevelActionPoint_Sector_m11_00_245_Action_Sit000,-10252.78,803.98,373.48
actionpointinfo,0x8D36,LevelActionPoint_Sector_m11_00_246_Action_Sit000,-10251.87,803.98,372.34
actionpointinfo,0x8D37,LevelActionPoint_Sector_m11_00_247_Action_Sit000,-10255.41,804.00,373.43
actionpointinfo,0x8D38,LevelActionPoint_Sector_m11_00_248_Action_Sit000,-10339.45,810.11,373.85
actionpointinfo,0x8D39,LevelActionPoint_Sector_m11_00_249_Action_Sit000,-10339.45,810.09,371.74
actionpointinfo,0x8D3A,LevelActionPoint_Sector_m11_00_250_Action_Sit000,-10338.71,810.13,370.86
actionpointinfo,0x8D3B,LevelActionPoint_Sector_m11_00_251_Action_Sit000,-10334.80,810.22,357.22
actionpointinfo,0x8D3C,LevelActionPoint_Sector_m11_00_252_Action_Sit000,-10336.19,810.16,357.23
actionpointinfo,0x8D3D,LevelActionPoint_Sector_m11_00_253_Action_Sit000,-10337.27,810.17,356.24
actionpointinfo,0x8D3E,LevelActionPoint_Sector_m11_00_254_Action_Sit000,-10338.72,810.09,361.49
actionpointinfo,0x8D3F,LevelActionPoint_Sector_m11_00_255_Action_Sit000,-10332.49,810.23,363.91
actionpointinfo,0x4C4A,LevelActionPoint_Sector_m11_01_0_OperationAction_Fishing,-11005.89,658.78,1203.61
actionpointinfo,0x4CA5,LevelActionPoint_Sector_m11_01_1_OperationAction_Fishing,-10994.04,659.15,1225.45
actionpointinfo,0x4CA6,LevelActionPoint_Sector_m11_01_2_OperationAction_Fishing,-10992.56,659.12,1226.26
actionpointinfo,0x4CAB,LevelActionPoint_Sector_m11_01_3_OperationAction_Fishing,-11004.69,658.89,1204.68
actionpointinfo,0x4CB4,LevelActionPoint_Sector_m11_01_4_OperationAction_Fishing,-11001.25,659.94,1217.12
actionpointinfo,0x4CB5,LevelActionPoint_Sector_m11_01_5_Action_Sit000,-11009.46,660.02,1215.00
actionpointinfo,0x4CB6,LevelActionPoint_Sector_m11_01_6_OperationAction_Fishing,-11000.62,658.88,1207.15
actionpointinfo,0x4CB7,LevelActionPoint_Sector_m11_01_7_OperationAction_Fishing,-11001.41,658.84,1213.76
actionpointinfo,0x4CB8,LevelActionPoint_Sector_m11_01_8_Action_Sit000,-11010.69,660.14,1214.96
actionpointinfo,0x4CB9,LevelActionPoint_Sector_m11_01_9_OperationAction_Fishing,-10991.52,659.19,1227.48
actionpointinfo,0x4CBA,LevelActionPoint_Sector_m11_01_10_Action_Sit000,-11006.94,660.10,1217.69
actionpointinfo,0x4CBB,LevelActionPoint_Sector_m11_01_11_Action_Sit000,-11035.82,660.27,1253.20
actionpointinfo,0x4CBC,LevelActionPoint_Sector_m11_01_12_OperationAction_Fishing,-11007.60,658.82,1202.26
actionpointinfo,0x4CBD,LevelActionPoint_Sector_m11_01_13_OperationAction_Fishing,-10995.53,659.02,1224.83
actionpointinfo,0x4CBE,LevelActionPoint_Sector_m11_01_14_Action_Sit000,-11034.63,660.29,1252.13
actionpointinfo,0x4CBF,LevelActionPoint_Sector_m11_01_15_Action_Sit000,-11017.53,660.23,1214.82
actionpointinfo,0x4CC0,LevelActionPoint_Sector_m11_01_16_Action_Sit000,-11035.41,660.20,1255.22
actionpointinfo,0x4CC1,LevelActionPoint_Sector_m11_01_17_Action_Sit000,-11012.06,660.08,1214.92
actionpointinfo,0x4CC2,LevelActionPoint_Sector_m11_01_18_Action_Sit000,-11006.86,660.22,1219.26
actionpointinfo,0x4CC3,LevelActionPoint_Sector_m11_01_19_Action_Sit000,-11014.20,660.02,1215.00
actionpointinfo,0x4CC4,LevelActionPoint_Sector_m11_01_20_Action_Sit000,-11016.38,660.17,1214.89
actionpointinfo,0x4CC5,LevelActionPoint_Sector_m11_01_21_Action_Sit000,-11006.89,660.31,1220.54
actionpointinfo,0x4CC6,LevelActionPoint_Sector_m11_01_22_Action_Sit000,-11006.87,660.36,1222.01
actionpointinfo,0x515B,LevelActionPoint_Sector_m11_01_23_OperationAction_Fishing,-10655.48,657.61,1119.36
actionpointinfo,0x515C,LevelActionPoint_Sector_m11_01_24_OperationAction_Fishing,-10657.39,657.48,1116.71
actionpointinfo,0x515D,LevelActionPoint_Sector_m11_01_25_Action_Sit000,-10663.47,657.55,1116.50
actionpointinfo,0x515E,LevelActionPoint_Sector_m11_01_26_OperationAction_Fishing,-10656.39,657.49,1117.38
actionpointinfo,0x515F,LevelActionPoint_Sector_m11_01_27_OperationAction_Fishing,-10651.16,656.77,1103.60
actionpointinfo,0x5160,LevelActionPoint_Sector_m11_01_28_OperationAction_Fishing,-10659.22,656.78,1102.95
actionpointinfo,0x5161,LevelActionPoint_Sector_m11_01_29_OperationAction_Fishing,-10655.21,657.60,1118.18
actionpointinfo,0x5162,LevelActionPoint_Sector_m11_01_30_OperationAction_Check_Low,-10660.59,657.52,1112.69
actionpointinfo,0x5163,LevelActionPoint_Sector_m11_01_31_OperationAction_Fishing,-10653.18,656.73,1102.20
actionpointinfo,0x5C2B,LevelActionPoint_Sector_m11_01_32_Action_Sit000,-11022.38,661.39,1354.38
actionpointinfo,0x5165,LevelActionPoint_Sector_m11_01_33_OperationAction_Fishing,-10652.21,656.76,1102.81
actionpointinfo,0x5166,LevelActionPoint_Sector_m11_01_34_OperationAction_Fishing,-10654.79,656.85,1100.87
actionpointinfo,0x5167,LevelActionPoint_Sector_m11_01_35_OperationAction_Check_Low,-10661.62,656.74,1104.12
actionpointinfo,0x5168,LevelActionPoint_Sector_m11_01_36_OperationAction_Check_Low,-10662.03,657.50,1111.32
actionpointinfo,0x5C2C,LevelActionPoint_Sector_m11_01_37_Action_Sit000,-11022.42,661.39,1355.67
actionpointinfo,0x516A,LevelActionPoint_Sector_m11_01_38_Action_Sit000,-10663.56,657.55,1117.78
actionpointinfo,0x516B,LevelActionPoint_Sector_m11_01_39_Action_Sit000,-10667.59,657.57,1117.06
actionpointinfo,0x516C,LevelActionPoint_Sector_m11_01_40_Action_Sit000,-10659.11,656.82,1098.78
actionpointinfo,0x516D,LevelActionPoint_Sector_m11_01_41_Action_Sit000,-10666.75,657.56,1117.71
actionpointinfo,0x516E,LevelActionPoint_Sector_m11_01_42_Action_Sit000,-10665.86,657.66,1118.13
actionpointinfo,0x516F,LevelActionPoint_Sector_m11_01_43_Action_Sit000,-10667.39,657.46,1106.87
actionpointinfo,0x5170,LevelActionPoint_Sector_m11_01_44_Action_Sit000,-10666.74,657.52,1105.98
actionpointinfo,0x5171,LevelActionPoint_Sector_m11_01_45_Action_Sit000,-10659.74,656.81,1099.58
actionpointinfo,0x5C2F,LevelActionPoint_Sector_m11_01_46_Action_Sit000,-11034.77,661.45,1366.71
actionpointinfo,0x5C30,LevelActionPoint_Sector_m11_01_47_Action_Sit000,-11105.45,669.06,1303.55
actionpointinfo,0x42DE,LevelActionPoint_Sector_m11_01_48_Action_Sit000,-10891.57,664.33,1334.67
actionpointinfo,0x42DF,LevelActionPoint_Sector_m11_01_49_OperationAction_Check_Low,-10896.39,664.45,1320.21
actionpointinfo,0x42F1,LevelActionPoint_Sector_m11_01_50_OperationAction_Hammer_Work120_210,-10875.89,664.92,1311.11
actionpointinfo,0x431A,LevelActionPoint_Sector_m11_01_51_Action_Sit000,-10891.69,663.70,1338.99
actionpointinfo,0x431E,LevelActionPoint_Sector_m11_01_52_Action_Sit000,-10890.05,664.41,1335.01
actionpointinfo,0x6169,LevelActionPoint_Sector_m11_01_53_Action_Sit045,-11031.26,660.78,1234.30
actionpointinfo,0x616A,LevelActionPoint_Sector_m11_01_54_Action_Sit045,-11036.90,665.05,1225.03
actionpointinfo,0x4351,LevelActionPoint_Sector_m11_01_55_Action_Sit000,-10898.54,664.22,1334.83
actionpointinfo,0x4352,LevelActionPoint_Sector_m11_01_56_Action_Sit000,-10882.25,660.47,1294.01
actionpointinfo,0x4353,LevelActionPoint_Sector_m11_01_57_Action_Sit000,-11007.62,661.07,1354.36
actionpointinfo,0x4354,LevelActionPoint_Sector_m11_01_58_Action_Sit000,-10852.05,663.22,1224.85
actionpointinfo,0x4356,LevelActionPoint_Sector_m11_01_59_OperationAction_Hammer_Work120_210,-10884.27,664.65,1313.34
actionpointinfo,0x4360,LevelActionPoint_Sector_m11_01_60_Action_Sit000,-10897.31,664.06,1334.25
actionpointinfo,0x4361,LevelActionPoint_Sector_m11_01_61_Action_Sit000,-10804.68,662.82,1205.60
actionpointinfo,0x4362,LevelActionPoint_Sector_m11_01_62_Action_Sit000,-10852.83,663.22,1223.77
actionpointinfo,0x4363,LevelActionPoint_Sector_m11_01_63_Action_Sit000,-11008.01,660.84,1355.46
actionpointinfo,0x4364,LevelActionPoint_Sector_m11_01_64_Action_Sit000,-10933.54,660.46,1349.59
actionpointinfo,0x4365,LevelActionPoint_Sector_m11_01_65_Action_Sit000,-11007.33,661.05,1352.82
actionpointinfo,0x6176,LevelActionPoint_Sector_m11_01_66_Action_Sit045,-10969.38,660.52,1324.63
actionpointinfo,0x5C32,LevelActionPoint_Sector_m11_01_67_Action_Sit000,-11104.49,669.06,1304.57
actionpointinfo,0x6178,LevelActionPoint_Sector_m11_01_68_Action_Sit045,-10958.49,660.50,1351.46
actionpointinfo,0x4366,LevelActionPoint_Sector_m11_01_69_Action_Sit000,-10932.33,660.34,1349.25
actionpointinfo,0x4367,LevelActionPoint_Sector_m11_01_70_Action_Sit000,-10931.14,660.36,1349.52
actionpointinfo,0x4368,LevelActionPoint_Sector_m11_01_71_Action_Sit000,-10842.32,663.11,1214.74
actionpointinfo,0x62DD,LevelActionPoint_Sector_m11_01_72_CombatOperationAction_Wait_01,-10753.61,660.42,1143.44
actionpointinfo,0x62DE,LevelActionPoint_Sector_m11_01_73_CombatOperationAction_Wait_07,-10755.22,660.88,1138.44
actionpointinfo,0x62DF,LevelActionPoint_Sector_m11_01_74_CombatOperationAction_Wait_05,-10756.92,660.54,1140.72
actionpointinfo,0x62E0,LevelActionPoint_Sector_m11_01_75_CombatOperationAction_Wait_00,-10752.64,660.38,1143.61
actionpointinfo,0x62E1,LevelActionPoint_Sector_m11_01_76_CombatOperationAction_Wait_09,-10754.57,661.34,1136.31
actionpointinfo,0x62E2,LevelActionPoint_Sector_m11_01_77_CombatOperationAction_Wait_08,-10755.19,661.16,1137.62
actionpointinfo,0x62E3,LevelActionPoint_Sector_m11_01_78_CombatOperationAction_Wait_04,-10755.70,660.49,1140.78
actionpointinfo,0x62E4,LevelActionPoint_Sector_m11_01_79_CombatOperationAction_Wait_03,-10755.37,660.46,1141.91
actionpointinfo,0x62E5,LevelActionPoint_Sector_m11_01_80_CombatOperationAction_Wait_06,-10757.18,660.64,1138.97
actionpointinfo,0x62E6,LevelActionPoint_Sector_m11_01_81_CombatOperationAction_Wait_02,-10754.47,660.44,1142.91
actionpointinfo,0x62E7,LevelActionPoint_Sector_m11_01_82_CombatOperationAction_Wait_01,-11120.60,662.09,1212.41
actionpointinfo,0x62E8,LevelActionPoint_Sector_m11_01_83_CombatOperationAction_Wait_04,-11118.44,661.97,1209.81
actionpointinfo,0x62E9,LevelActionPoint_Sector_m11_01_84_CombatOperationAction_Wait_05,-11118.64,662.13,1208.60
actionpointinfo,0x62EA,LevelActionPoint_Sector_m11_01_85_CombatOperationAction_Wait_00,-11120.56,662.14,1213.40
actionpointinfo,0x62EB,LevelActionPoint_Sector_m11_01_86_CombatOperationAction_Wait_06,-11116.98,661.91,1207.98
actionpointinfo,0x62EC,LevelActionPoint_Sector_m11_01_87_CombatOperationAction_Wait_02,-11120.26,662.16,1211.46
actionpointinfo,0x62ED,LevelActionPoint_Sector_m11_01_88_CombatOperationAction_Wait_09,-11113.84,661.84,1209.96
actionpointinfo,0x62EE,LevelActionPoint_Sector_m11_01_89_CombatOperationAction_Wait_08,-11115.24,661.86,1209.64
actionpointinfo,0x62EF,LevelActionPoint_Sector_m11_01_90_CombatOperationAction_Wait_07,-11116.06,661.91,1209.78
actionpointinfo,0x62F0,LevelActionPoint_Sector_m11_01_91_CombatOperationAction_Wait_03,-11119.48,662.06,1210.37
actionpointinfo,0x62F1,LevelActionPoint_Sector_m11_01_92_CombatOperationAction_Wait_01,-11175.73,685.93,1090.69
actionpointinfo,0x62F2,LevelActionPoint_Sector_m11_01_93_CombatOperationAction_Wait_00,-11175.49,686.05,1089.73
actionpointinfo,0x62F3,LevelActionPoint_Sector_m11_01_94_CombatOperationAction_Wait_05,-11179.20,686.20,1093.90
actionpointinfo,0x62F4,LevelActionPoint_Sector_m11_01_95_CombatOperationAction_Wait_02,-11176.33,685.96,1091.51
actionpointinfo,0x62F5,LevelActionPoint_Sector_m11_01_96_CombatOperationAction_Wait_09,-11182.90,686.11,1091.16
actionpointinfo,0x62F6,LevelActionPoint_Sector_m11_01_97_CombatOperationAction_Wait_06,-11180.44,686.18,1093.94
actionpointinfo,0x62F7,LevelActionPoint_Sector_m11_01_98_CombatOperationAction_Wait_08,-11181.64,686.19,1091.86
actionpointinfo,0x62F8,LevelActionPoint_Sector_m11_01_99_CombatOperationAction_Wait_03,-11177.37,685.94,1092.34
actionpointinfo,0x62F9,LevelActionPoint_Sector_m11_01_100_CombatOperationAction_Wait_07,-11180.82,686.38,1091.95
actionpointinfo,0x62FA,LevelActionPoint_Sector_m11_01_101_CombatOperationAction_Wait_04,-11178.52,686.09,1092.59
actionpointinfo,0x62FB,LevelActionPoint_Sector_m11_01_102_CombatOperationAction_Wait_05,-10485.47,685.18,1027.84
actionpointinfo,0x62FC,LevelActionPoint_Sector_m11_01_103_CombatOperationAction_Wait_03,-10484.92,685.29,1025.49
actionpointinfo,0x62FD,LevelActionPoint_Sector_m11_01_104_CombatOperationAction_Wait_04,-10485.71,685.14,1026.38
actionpointinfo,0x62FE,LevelActionPoint_Sector_m11_01_105_CombatOperationAction_Wait_09,-10490.08,684.95,1027.82
actionpointinfo,0x62FF,LevelActionPoint_Sector_m11_01_106_CombatOperationAction_Wait_08,-10488.65,685.09,1027.64
actionpointinfo,0x6300,LevelActionPoint_Sector_m11_01_107_CombatOperationAction_Wait_07,-10487.92,685.18,1027.23
actionpointinfo,0x6301,LevelActionPoint_Sector_m11_01_108_CombatOperationAction_Wait_06,-10486.44,685.06,1028.60
actionpointinfo,0x6302,LevelActionPoint_Sector_m11_01_109_CombatOperationAction_Wait_02,-10484.58,685.44,1024.21
actionpointinfo,0x758F,LevelActionPoint_Sector_m11_01_110_OperationAction_Check_Low,-11176.89,684.64,1033.05
actionpointinfo,0x7590,LevelActionPoint_Sector_m11_01_111_OperationAction_Check_Low,-11175.10,684.34,1031.43
actionpointinfo,0x7591,LevelActionPoint_Sector_m11_01_112_OperationAction_Check_Low,-11174.21,683.21,1026.36
actionpointinfo,0x7592,LevelActionPoint_Sector_m11_01_113_OperationAction_Check_Low,-11183.38,687.08,1025.19
actionpointinfo,0x7593,LevelActionPoint_Sector_m11_01_114_OperationAction_Book,-11171.25,683.51,1031.76
actionpointinfo,0x7594,LevelActionPoint_Sector_m11_01_115_OperationAction_Guard,-11175.55,686.01,1036.99
actionpointinfo,0x7595,LevelActionPoint_Sector_m11_01_116_OperationAction_Check_Low,-11176.98,685.93,1037.86
actionpointinfo,0x7596,LevelActionPoint_Sector_m11_01_117_OperationAction_Book,-11181.85,687.01,1025.12
actionpointinfo,0x7597,LevelActionPoint_Sector_m11_01_118_Action_Sit000,-11198.72,689.62,1024.31
actionpointinfo,0x7598,LevelActionPoint_Sector_m11_01_119_Action_Lean,-11204.17,689.73,1031.78
actionpointinfo,0x7599,LevelActionPoint_Sector_m11_01_120_Action_Sit000,-11199.82,689.60,1025.36
actionpointinfo,0x759A,LevelActionPoint_Sector_m11_01_121_Action_Sit000,-11201.06,689.68,1026.38
actionpointinfo,0x759B,LevelActionPoint_Sector_m11_01_122_Action_Lean,-11206.66,689.68,1040.27
actionpointinfo,0x759C,LevelActionPoint_Sector_m11_01_123_Action_Sit000,-11210.77,689.99,1035.36
actionpointinfo,0x759D,LevelActionPoint_Sector_m11_01_124_Action_Sit000,-11208.71,689.84,1037.87
actionpointinfo,0x759E,LevelActionPoint_Sector_m11_01_125_Action_Sit000,-11209.85,689.93,1040.98
actionpointinfo,0x759F,LevelActionPoint_Sector_m11_01_126_Action_Sit000,-11209.20,689.86,1042.48
actionpointinfo,0x75A0,LevelActionPoint_Sector_m11_01_127_OperationAction_Guard,-10888.52,664.73,1319.21
actionpointinfo,0x75A1,LevelActionPoint_Sector_m11_01_128_OperationAction_Guard,-10867.61,664.71,1315.88
actionpointinfo,0x75A2,LevelActionPoint_Sector_m11_01_129_OperationAction_Check_Low,-10878.39,664.88,1311.46
actionpointinfo,0x75A3,LevelActionPoint_Sector_m11_01_130_Action_Sit000,-10892.44,664.08,1335.74
actionpointinfo,0x75A4,LevelActionPoint_Sector_m11_01_131_OperationAction_Guard,-10884.29,664.76,1323.40
actionpointinfo,0x75A5,LevelActionPoint_Sector_m11_01_132_OperationAction_Hammer_Work120_210,-10881.52,664.74,1323.60
actionpointinfo,0x75A6,LevelActionPoint_Sector_m11_01_133_OperationAction_Book,-10891.11,664.65,1320.37
actionpointinfo,0x75A7,LevelActionPoint_Sector_m11_01_134_Action_Sit000,-10888.14,664.12,1337.16
actionpointinfo,0x75A8,LevelActionPoint_Sector_m11_01_135_Action_Sit000,-10888.69,664.25,1335.78
actionpointinfo,0x75A9,LevelActionPoint_Sector_m11_01_136_OperationAction_Check_Low,-10873.28,664.79,1310.66
actionpointinfo,0x75AA,LevelActionPoint_Sector_m11_01_137_Action_Sit000,-10892.65,663.85,1337.47
actionpointinfo,0x75AB,LevelActionPoint_Sector_m11_01_138_Action_Sit000,-10890.15,663.70,1339.32
actionpointinfo,0x75AC,LevelActionPoint_Sector_m11_01_139_OperationAction_Check_Low,-10874.79,664.65,1321.35
actionpointinfo,0x75AD,LevelActionPoint_Sector_m11_01_140_OperationAction_Check_Low,-10886.99,664.79,1319.33
actionpointinfo,0x75AE,LevelActionPoint_Sector_m11_01_141_OperationAction_Book,-10878.63,664.60,1307.48
actionpointinfo,0x4369,LevelActionPoint_Sector_m11_01_142_Action_Sit000,-10841.76,663.32,1222.06
actionpointinfo,0x75B0,LevelActionPoint_Sector_m11_01_143_Action_Sit000,-10841.77,663.13,1220.46
actionpointinfo,0x436A,LevelActionPoint_Sector_m11_01_144_Action_Sit000,-10848.70,661.42,1264.81
actionpointinfo,0x75B2,LevelActionPoint_Sector_m11_01_145_Action_Sit000,-10826.25,676.59,1308.31
actionpointinfo,0x75B3,LevelActionPoint_Sector_m11_01_146_Action_Sit000,-10870.00,664.77,1318.67
actionpointinfo,0x43B3,LevelActionPoint_Sector_m11_01_147_Action_Sit000,-10868.96,664.74,1318.50
actionpointinfo,0x75B5,LevelActionPoint_Sector_m11_01_148_Action_Sit000,-10919.70,659.69,1288.53
actionpointinfo,0x75B6,LevelActionPoint_Sector_m11_01_149_Action_Sit000,-10921.18,659.70,1288.31
actionpointinfo,0x43C8,LevelActionPoint_Sector_m11_01_150_Action_Sit000,-10924.96,659.63,1293.83
actionpointinfo,0x43CB,LevelActionPoint_Sector_m11_01_151_Action_Sit000,-11004.73,660.45,1299.96
actionpointinfo,0x43D4,LevelActionPoint_Sector_m11_01_152_Action_Sit000,-11004.03,660.60,1300.97
actionpointinfo,0x43D7,LevelActionPoint_Sector_m11_01_153_Action_Sit000,-11014.25,660.58,1315.07
actionpointinfo,0x43D8,LevelActionPoint_Sector_m11_01_154_Action_Sit000,-11013.21,660.58,1314.54
actionpointinfo,0x43DC,LevelActionPoint_Sector_m11_01_155_Action_Sit000,-11008.12,660.58,1313.48
actionpointinfo,0x43DD,LevelActionPoint_Sector_m11_01_156_Action_Sit000,-11011.45,660.53,1296.76
actionpointinfo,0x43E2,LevelActionPoint_Sector_m11_01_157_Action_Sit000,-11012.22,660.38,1297.62
actionpointinfo,0x43E3,LevelActionPoint_Sector_m11_01_158_Action_Sit000,-11042.94,660.45,1264.14
actionpointinfo,0x43E9,LevelActionPoint_Sector_m11_01_159_Action_Sit000,-11040.13,660.39,1237.62
actionpointinfo,0x43EC,LevelActionPoint_Sector_m11_01_160_Action_Sit000,-11023.58,660.13,1230.03
actionpointinfo,0x43ED,LevelActionPoint_Sector_m11_01_161_Action_Sit000,-11023.56,660.14,1231.25
actionpointinfo,0x43F0,LevelActionPoint_Sector_m11_01_162_Action_Sit000,-11023.32,659.95,1227.30
actionpointinfo,0x43F1,LevelActionPoint_Sector_m11_01_163_Action_Sit000,-11067.17,661.73,1277.11
